,author,description,genre,title
0,Terese Marie Mailhot,"A NEW YORK TIMES BESTSELLERSelected by Emma Watson as the Our Shared Shelf Book Club Pick for March/April 2018 ""Heart Berries by Terese Mailhot is an astounding memoir in essays. Here is a wound. Here is need, naked and unapologetic. Here is a mountain woman, towering in words great and small... What Mailhot has accomplished in this exquisite book is brilliance both raw and refined."" ―Roxane Gay, author of Hunger Heart Berries is a powerful, poetic memoir of a woman's coming of age on the Seabird Island Indian Reservation in the Pacific Northwest. Having survived a profoundly dysfunctional upbringing only to find herself hospitalized and facing a dual diagnosis of post traumatic stress disorder and bipolar II disorder; Terese Marie Mailhot is given a notebook and begins to write her way out of trauma. The triumphant result is Heart Berries, a memorial for Mailhot's mother, a social worker and activist who had a thing for prisoners; a story of reconciliation with her father―an abusive drunk and a brilliant artist―who was murdered under mysterious circumstances; and an elegy on how difficult it is to love someone while dragging the long shadows of shame.Mailhot trusts the reader to understand that memory isn't exact, but melded to imagination, pain, and what we can bring ourselves to accept. Her unique and at times unsettling voice graphically illustrates her mental state. As she writes, she discovers her own true voice, seizes control of her story, and, in so doing, reestablishes her connection to her family, to her people, and to her place in the world. ""A sledgehammer. . . . Her experiments with structure and language . . . are in the service of trying to find new ways to think about the past, trauma, repetition and reconciliation, which might be a way of saying a new model for the memoir."" ―Parul Sehgal, The New York Times""I am quietly reveling in the profundity of Mailhot’s deliberate transgression in Heart Berries and its perfect results. I love her suspicion of words. I have always been terrified and in awe of the power of words – but Mailhot does not let them silence her in Heart Berries. She finds the purest way to say what she needs to say... [T]he writing is so good it’s hard not to temporarily be distracted from the content or narrative by its brilliance...Perhaps, because this author so generously allows us to be her witness, we are somehow able to see ourselves more clearly and become better witnesses to ourselves."" ―Emma Watson, Official March/April selection for Our Shared Shelf",Autobiography,      Heart Berries: A Memoir
1,Mackenzi Lee,"Based on Mackenzi Lee’s popular weekly Twitter series of the same name, Bygone Badass Broads features 52 remarkable and forgotten trailblazing women from all over the world. With tales of heroism and cunning, in-depth bios and witty storytelling, Bygone Badass Broads gives new life to these historic female pioneers. Starting in the fifth century BC and continuing to the present, the book takes a closer look at bold and inspiring women who dared to step outside the traditional gender roles of their time. Coupled with riveting illustrations and Lee’s humorous and conversational storytelling style, this book is an outright celebration of the badass women who paved the way for the rest of us.",Nonfiction,      Bygone Badass Broads: 52 Forgotten Women Who Changed the World
2,Andrew Morton,"For fans of the Netflix series The Crown and from the author of the New York Times bestseller 17 Carnations comes a captivating biography of Wallis Simpson, the notorious woman for whom Edward VIII gave up the throne. ""You have no idea how hard it is to live out a great romance."" -Wallis SimpsonBefore she became known as the woman who enticed a king from his throne and birthright, Bessie Wallis Warfield was a prudish and particular girl from Baltimore. At turns imaginative, ambitious, and spoiled, Wallis's first words as recalled by her family were ""me, me."" From that young age, she was in want of nothing but stability, status, and social acceptance as she fought to climb the social ladder and take her place in London society. As irony would have it, she would gain the love and devotion of a king, but only at the cost of his throne and her reputation.In WALLIS IN LOVE, acclaimed biographer Andrew Morton offers a fresh portrait of Wallis Simpson in all her vibrancy and brazenness as she transformed from a hard-nosed gold-digger to charming chatelaine. Using diary entries, letters, and other never-before-seen records, Morton takes us through Wallis's romantic adventures in Washington, China, and her entrance into the strange wonderland that is London society. During her journey, we meet an extraordinary array of characters, many of whom smoothed the way for her dalliance with the king of England, Edward VIII.WALLIS IN LOVE goes beyond Wallis's infamous persona and reveals a complex, domineering woman striving to determine her own fate and grapple with matters of the heart. ",Biography,"      Wallis in Love: The Untold Life of the Duchess of Windsor, the Woman Who Changed the Monarchy"
3,Laura Smith,"A young woman chafing at the confines of marriage confronts the high cost of craving freedom and adventureAt twenty-five, as her wedding date approached, Laura Smith began to feel trapped. Not by her fiance, who shared her appetite for adventure, but by the unsettling idea that it was hard to be at once married and free.Laura wanted her life to be different. She wanted her marriage to be different. And she found in the strangely captivating story of another restless young woman determined to live without constraints both an enticement and a challenge. Barbara Newhall Follett was a free-spirited trailblazer who published her first novel at 11, enlisted as a deck hand on a boat bound for the south China seas at 15 and was one of the first women to hike the Appalachian trail. Then in December 1939, when she was not much older than Laura, she walked out of her apartment on a quiet tree-lined street in Brookline, leaving behind a fraying marriage, and vanished without a trace. Obsessed by her story, Laura set off to find out what had happened.The Art of Vanishing is a riveting mystery and a piercing exploration of marriage and convention that asks deep and uncomfortable questions: Why do we give up on our childhood dreams? Is marriage a golden noose? Must we find ourselves in the same row houses with Pottery Barn lamps telling our kids to behave? Searingly honest and written with a raw intensity, it will challenge you to rethink your most intimate decisions and may just upend your life.",Autobiography,      The Art of Vanishing: A Memoir of Wanderlust
4,Daniel Stone,"The true adventures of David Fairchild, a late-nineteenth-century food explorer who traveled the globe and introduced diverse crops like avocados, mangoes, seedless grapes--and thousands more--to the American plate.In the nineteenth century, American meals were about subsistence, not enjoyment. But as a new century approached, appetites broadened, and David Fairchild, a young botanist with an insatiable lust to explore and experience the world, set out in search of foods that would enrich the American farmer and enchant the American eater.Kale from Croatia, mangoes from India, and hops from Bavaria. Peaches from China, avocados from Chile, and pomegranates from Malta. Fairchild's finds weren't just limited to food: From Egypt he sent back a variety of cotton that revolutionized an industry, and via Japan he introduced the cherry blossom tree, forever brightening America's capital. Along the way, he was arrested, caught diseases, and bargained with island tribes. But his culinary ambition came during a formative era, and through him, America transformed into the most diverse food system ever created.",History,      The Food Explorer: The True Adventures of the Globe-Trotting Botanist Who Transformed What America Eats
5,Matt Young,"Eat the Apple is a twisted, and darkly hilarious story of American youth and masculinity in an age of continuous war. Matt Young joined the Marine Corps at age eighteen after a drunken night culminating in wrapping his car around a fire hydrant. The teenage wasteland he fled followed him to the training bases charged with making him a Marine. Matt survived the training and then not one, not two, but three deployments to Iraq, where the testosterone, danger, and stakes for him and his fellow grunts were dialed up a dozen decibels. Young’s story drops us unarmed into Marine Corps culture and lays bare the absurdism of 21st-century war, the manned-up vulnerability of those on the front lines, and the true, if often misguided, motivations that drove a young man to a life at war.",Autobiography,      Eat the Apple
6,Sara Saedi,"At thirteen, bright-eyed, straight-A student Sara Saedi uncovered a terrible family secret: she was breaking the law simply by living in the United States. Only two years old when her parents fled Iran, she didn’t learn of her undocumented status until her older sister wanted to apply for an after-school job, but couldn’t because she didn’t have a Social Security number.Fear of deportation kept Sara up at night, but it didn’t keep her from being a teenager. She desperately wanted a green card, along with clear skin, her own car, and a boyfriend.Americanized follows Sara’s progress toward getting her green card, but that’s only a portion of her experiences as an Iranian-“American” teenager. From discovering that her parents secretly divorced to facilitate her mother’s green card application to learning how to tame her unibrow, Sara pivots from the terrifying prospect that she might be kicked out of the country at any time to the almost-as-terrifying possibility that she might be the only one of her friends without a date to the prom.",Nonfiction,      Americanized: Rebel Without a Green Card
7,Joel Richard Paul,"The remarkable story of John Marshall who, as chief justice, statesman, and diplomat, shaped the foundation of the United States.No member of America's Founding Generation had a greater impact on the Constitution and the Supreme Court than John Marshall, and no one did more to preserve the delicate unity of the fledgling United States. From the nation's founding in 1776 and for the next forty years, Marshall was at the center of every political battle. As Chief Justice of the United States - the longest-serving in history - he established the independence of the judiciary and the supremacy of the federal Constitution and courts. As the leading Federalist in Virginia, he rivaled his cousin Thomas Jefferson in influence. As a diplomat and secretary of state, he defended American sovereignty against France and Britain, counseled President John Adams, and supervised the construction of the city of Washington. D.C.This is the astonishing true story of how a rough-cut frontiersman - born in Virginia in 1755 and with little formal education - invented himself as one of the nation's preeminent lawyers and politicians who then reinvented the Constitution to forge a stronger nation. Without Precedent is the engrossing account of the life and times of this exceptional man, who with cunning, imagination, and grace shaped America's future as he held together the Supreme Court, the Constitution, and the country itself.",Biography,      Without Precedent: Chief Justice John Marshall and His Times
8,John Heminway,"The remarkable story of one woman's search for a new life in Africa in the wake of World War II--a life that sparked a heroic career, but also hid a secret past.Dr. Anne Spoerry treated hundreds of thousands of people across rural Kenya over the span of fifty years. A member of the renowned Flying Doctors Service, the French-born Spoerry learned how to fly a plane at the age of forty-five and earned herself the cherished nickname, ""Mama Daktari""--""Mother Doctor""--from the people of Kenya. Yet few knew what drove her from post-World War II Europe to Africa. Now, in the first comprehensive account of her life, Dr. Spoerry's revered selflessness gives way to a past marked by rebellion, submission, and personal decisions that earned her another nickname--this one sinister--working as a ""doctor"" in a Nazi concentration camp.In Full Flight explores the question of whether it is possible to rewrite one's troubled past simply by doing good in the present. Informed by Spoerry's own journals, a trove of previously untapped files, and numerous interviews with those who knew her in Europe or Africa, John Heminway takes readers on a remarkable journey across a haunting African landscape and into a dramatic life punctuated by both courage and weakness and driven by a powerful need to atone.",Nonfiction,      In Full Flight: A Story of Africa and Atonement
9,Sarah B. Pomeroy,"In 1660, at the age of thirteen, Maria Sibylla Merian (1647-1717) began her study of butterfly metamorphosis—years before any other scientist published an accurate description of the process. Later, Merian and her daughter ventured thousands of miles from their home in the Netherlands to the rainforests of South America seeking new and amazing insects to observe and illustrate.     Years after her death, Merian’s accurate and beautiful illustrations were used by scientists, including Carl Linnaeus, to classify species, and today her prints and paintings are prized by museums around the world. More than a dozen species of plants and animals are named after Merian.     The first Merian biography written for ages 10 and up, this book will enchant budding scientists and artists alike. Readers will be inspired by Merian’s talent, curiosity, and grit and will be swept up in the story of her life, which was adventurous even by today’s standards.     With its lively text, quotations from Merian’s own study book, and fascinating sidebars on history, art, and science, this volume is an ideal STEAM title for readers of all ages and interests.",Biography,"      Maria Sibylla Merian: Artist, Scientist, Adventurer"
