,author,description,genre,title
0,Gwendolyn Clare,"Can she write a world gone wrong?A certain pen, a certain book, and a certain person can craft entirely new worlds through a branch of science called scriptology. Elsa comes from one such world that was written into creation, where her mother―a noted scriptologist―constantly alters and expands their reality.But when her home is attacked and her mother kidnapped, Elsa is forced to cross into the real world and use her own scriptology gifts to find her. In an alternative Victorian Italy, Elsa finds a secret society of young scientists with a gift for mechanics, alchemy, or scriptology―and meets Leo, a gorgeous mechanist with a smart mouth and tragic past. She recruits the help of these fellow geniuses just as an assassin arrives on their doorstep.In this thrilling debut, worlds collide as Elsa unveils a deep political conspiracy seeking to unlock the most dangerous weapon ever created―and only she can stop it.",Fantasy,"      Ink, Iron, and Glass
      
          (Ink, Iron, and Glass #1)"
1,Laura Smith,"A young woman chafing at the confines of marriage confronts the high cost of craving freedom and adventureAt twenty-five, as her wedding date approached, Laura Smith began to feel trapped. Not by her fiance, who shared her appetite for adventure, but by the unsettling idea that it was hard to be at once married and free.Laura wanted her life to be different. She wanted her marriage to be different. And she found in the strangely captivating story of another restless young woman determined to live without constraints both an enticement and a challenge. Barbara Newhall Follett was a free-spirited trailblazer who published her first novel at 11, enlisted as a deck hand on a boat bound for the south China seas at 15 and was one of the first women to hike the Appalachian trail. Then in December 1939, when she was not much older than Laura, she walked out of her apartment on a quiet tree-lined street in Brookline, leaving behind a fraying marriage, and vanished without a trace. Obsessed by her story, Laura set off to find out what had happened.The Art of Vanishing is a riveting mystery and a piercing exploration of marriage and convention that asks deep and uncomfortable questions: Why do we give up on our childhood dreams? Is marriage a golden noose? Must we find ourselves in the same row houses with Pottery Barn lamps telling our kids to behave? Searingly honest and written with a raw intensity, it will challenge you to rethink your most intimate decisions and may just upend your life.",Autobiography,      The Art of Vanishing: A Memoir of Wanderlust
2,Daniel Stone,"The true adventures of David Fairchild, a late-nineteenth-century food explorer who traveled the globe and introduced diverse crops like avocados, mangoes, seedless grapes--and thousands more--to the American plate.In the nineteenth century, American meals were about subsistence, not enjoyment. But as a new century approached, appetites broadened, and David Fairchild, a young botanist with an insatiable lust to explore and experience the world, set out in search of foods that would enrich the American farmer and enchant the American eater.Kale from Croatia, mangoes from India, and hops from Bavaria. Peaches from China, avocados from Chile, and pomegranates from Malta. Fairchild's finds weren't just limited to food: From Egypt he sent back a variety of cotton that revolutionized an industry, and via Japan he introduced the cherry blossom tree, forever brightening America's capital. Along the way, he was arrested, caught diseases, and bargained with island tribes. But his culinary ambition came during a formative era, and through him, America transformed into the most diverse food system ever created.",History,      The Food Explorer: The True Adventures of the Globe-Trotting Botanist Who Transformed What America Eats
3,Amy Andelson,"Flynn: At first we were almost strangers. But ever since I moved to New York, Amos was the one person I could count on. And together we were there for Poppy. (I mean, what kind of parents leave their kid to be raised by a nanny?) I just didn’t expect to fall for him—and I never expected him to leave us.Amos: I thought I was the only one who felt it. I told myself it was because we were spending so much time together—taking care of Poppy and all. But that night, I could tell she felt it, too. And I freaked out—you’re not supposed to fall for your stepsister. So I ran away to boarding school. I should have told her why I was leaving, but every time I tried, it felt like a lie.One missed flight was about to change their lives forever….",Young Adult,      Layover
4,Abi Andrews,"Erin is 19. She's never really left England, but she has watched Bear Grylls and wonders why it's always men who get to go on all the cool wilderness adventures. So Erin sets off on a voyage into the Alaskan wilderness, a one-woman challenge to the archetype of the rugged male explorer.As Erin's journey takes her through the Arctic Circle, across the entire breadth of the American continent and finally to a lonely cabin in the wilds of Denali, she explores subjects as diverse as the moon landings, the Gaia hypothesis, loneliness, nuclear war, shamanism and the pill.Filled with a sense of wonder for the natural world and a fierce love for preserving it, The Word for Woman is Wilderness is a funny, frank and tender account of a young woman in uncharted territory.",Fiction,      The Word for Woman is Wilderness
5,Russell Ginns,"For Samantha Spinner, it just isn't fair. Her uncle Paul disappeared, and here's what he left:  Samantha's sister got a check for $2,400,000,000.  Samantha's brother got the New York Yankees.  And Samantha...got a rusty red umbrella with a tag hanging off of its worn handle. The tag says ""Watch out for the RAIN."" Thanks, Uncle Paul.  Even harder for Samantha to understand is, after all the strawberry waffles they've shared, how could Uncle Paul leave without saying goodbye? The answer is simple. Sam knows in her heart that uncle Paul is in danger. If only he'd left a clue...Well, if Sam's Uncle Paul taught her anything, it's that not everything is exactly what it seems. Which is why we should pay close attention to that rusty red umbrella, and never trust a monkey at a hula-hoop contest.  The RAIN is coming and whether she likes it or not, Samantha Spinner is about to find herself mixed up in some super-puzzling, super-dangerous, super-secret plans. And if she's brave enough, she might just find Uncle Paul.",Childrens,"      Samantha Spinner and the Super Secret Plans
      
          (Samantha Spinner #1)"
6,Sara O'Leary,"On the night of a blue moon, a boy and his cat set out for a walk and find themselves on a magical adventure. Together they travel through fields of flowers, forests of towering trees, and lakes of deep dark blue. Flying through starry blue skies, they reach the blue moon. But the blue planet, Earth, calls the explorers home. Safely back in bed, the boy wonders―was it only a dream?",Childrens,      The Boy and the Blue Moon
7,Leah Konen,"A twenty-four-hour romance about two teens who meet—and perhaps change their minds about love—on a train ride to Upstate New York in the middle of a snowstormOne train ride. Two strangers.Noah is a hopeless romantic. He’s heading back home for one last chance with his first love, whom he broke up with when he went off to college.Ammy doesn’t believe in true love—her parents being prime examples. She’s escaping from a mom who can’t take care of her to a dad who may not even want her. That is, until one winter night when Noah and Ammy find themselves in the same Amtrak car heading to Upstate New York.After a train-wreck first encounter between the two of them, the Amtrak train suddenly breaks down due to a snowstorm. Desperate to make it to their destinations, Noah and Ammy have no other option but to travel together. What starts off as a minor detour turns into the whirlwind journey of a lifetime, and over the course of the night they fall in love. But come morning their adventure takes an unexpected turn for the worst. Can one night can really change how they feel about love...and the course of their lives forever?",Young Adult,      Love and Other Train Wrecks
8,Laurie Gwen Shapiro,"The spectacular, true story of a scrappy teenager from New York’s Lower East Side who stowed away on the Roaring Twenties’ most remarkable feat of science and daring: an expedition to Antarctica.It was 1928: a time of illicit booze, of Gatsby and Babe Ruth, of freewheeling fun. The Great War was over and American optimism was higher than the stock market. What better moment to launch an expedition to Antarctica, the planet’s final frontier? There wouldn’t be another encounter with an unknown this magnificent until Neil Armstrong stepped onto the moon.Everyone wanted in on the adventure. Rockefellers and Vanderbilts begged to be taken along as mess boys, and newspapers across the globe covered the planning’s every stage. And then, the night before the expedition’s flagship set off, Billy Gawronski—a mischievous, first-generation New York City high schooler desperate to escape a dreary future in the family upholstery business—jumped into the Hudson River and snuck aboard.Could he get away with it?From the soda shops of New York’s Lower East Side to the dance halls of sultry Francophone Tahiti, all the way to Antarctica’s blinding white and deadly freeze, Laurie Gwen Shapiro’s The Stowaway takes you on the unforgettable voyage of a plucky young stowaway who became a Jazz Age celebrity, a mascot for an up-by-your bootstraps era.",Nonfiction,      The Stowaway: A Young Man’s Extraordinary Adventure to Antarctica
9,Shoba Narayan,"
The elevator door opens. A cow stands inside, angled diagonally to fit. It doesn’t look uncomfortable, merely impatient. “It is for the housewarming ceremony on the third floor,” explains the woman who stands behind the cow, holding it loosely with a rope. She has the sheepish look of a person caught in a strange situation who is trying to act as normal as possible. She introduces herself as Sarala and smiles reassuringly. The door closes. I shake my head and suppress a grin. It is good to be back.
 When Shoba Narayan—who has just returned to India with her husband and two daughters after years in the United States—asks whether said cow might bless her apartment next, it is the beginning of a beautiful friendship between our author and Sarala, who also sells fresh milk right across the street from that thoroughly modern apartment building. The two women connect over not only cows but also family, food, and life. When Shoba agrees to buy Sarala a new cow, they set off looking for just the right heifer, and what was at first a simple economic transaction becomes something much deeper, though never without a hint of slapstick.The Milk Lady of Bangalore immerses us in the culture, customs, myths, religion, sights, and sounds of a city in which the twenty-first century and the ancient past coexist like nowhere else in the world. It’s a true story of bridging divides, of understanding other ways of looking at the world, and of human connections and animal connections, and it’s an irresistible adventure of two strong women and the animals they love.",Nonfiction,      The Milk Lady of Bangalore: An Unexpected Adventure
